ay,A,B,S_raw,w_star,S_star,r,err_star
0.8385,0.2458776756526199,0.2342874783256886,0.2400825769891542,0.0,0.2342874783256886,-0.0635374701341382,0.0032874783256886
0.8385,0.2437949244893477,0.2362250005961293,0.2400099625427385,0.0,0.2362250005961293,-0.0415032943975266,0.0052250005961292
0.8385,0.2452703952825592,0.2352057454507785,0.2402380703666689,0.0,0.2352057454507785,-0.0551479162146819,0.0042057454507784
0.8385,0.2449975023484535,0.2358117387992329,0.2404046205738432,0.0,0.2358117387992329,-0.050307362873166,0.0048117387992329
0.8385,0.2454103855113887,0.2343554833701794,0.2398829344407841,0.0,0.2343554833701794,-0.0606366698419447,0.0033554833701794
0.8385,0.2460971254638632,0.2347523036667264,0.2404247145652948,0.0,0.2347523036667264,-0.0621313670311378,0.0037523036667264
0.8385,0.2450832259624949,0.2352773594635776,0.2401802927130362,0.0,0.2352773594635776,-0.0537384760219625,0.0042773594635776
0.8385,0.2443585215147463,0.2365452345966995,0.240451878055723,0.0,0.2365452345966995,-0.0427838885435389,0.0055452345966995
0.8385,0.2453104334556977,0.2358003235755211,0.2405553785156094,0.0,0.2358003235755211,-0.0520617405036138,0.0048003235755211
0.8385,0.2433066924733973,0.2373794045998872,0.2403430485366423,0.0,0.2373794045998872,-0.0324656565897565,0.0063794045998872
0.8385,0.2446498750012568,0.2362478817622272,0.240448878381742,0.0,0.2362478817622272,-0.0460084070360895,0.0052478817622272
0.8385,0.2433934074677789,0.2374706309946847,0.2404320192312318,0.0,0.2374706309946847,-0.0324327370922827,0.0064706309946847
0.8385,0.2458456617692219,0.2351083972861284,0.2404770295276752,0.0,0.2351083972861284,-0.0587943633294705,0.0041083972861284
0.8385,0.2455600583501156,0.2343970826132209,0.2399785704816682,0.0,0.2343970826132209,-0.0612129186233967,0.0033970826132208
0.8385,0.2470692035974648,0.2346243498754034,0.2408467767364341,0.0,0.2346243498754034,-0.068076189389167,0.0036243498754034
0.8385,0.2446887361092581,0.2360007471798459,0.240344741644552,0.0,0.2360007471798459,-0.047588843761896,0.0050007471798459
0.8385,0.2461663902316443,0.2346056550957793,0.2403860226637118,0.0,0.2346056550957793,-0.0633211667374453,0.0036056550957793
0.8385,0.2458321889351335,0.2359058161225009,0.2408690025288172,0.0,0.2359058161225009,-0.0542926577684639,0.0049058161225009
